date,home_team,away_team,tournament,match_year,elo_diff,home_elo,away_elo,home_form_pts,away_form_pts,form_pts_diff,home_form_gf,away_form_gf,home_form_ga,away_form_ga,home_is_host,away_is_host,host_diff,is_knockout,result
1999-09-08,Czech Republic,Bosnia and Herzegovina,UEFA Euro qualification,1999,338.0,1899.0,1561.0,2.4,0.0,2.4,1.8,1.0,1.0,3.0,0,0,0,0,Home Win
1999-09-08,Japan,Iran,Friendly,1999,-91.0,1646.0,1737.0,0.8,2.0,-1.2,0.2,1.6,1.6,0.8,0,0,0,0,Draw
1999-09-19,South Africa,Saudi Arabia,Friendly,1999,-59.0,1664.0,1723.0,0.8,1.2,-0.3999999999999999,0.8,2.0,2.0,3.2,0,0,0,0,Home Win
1999-09-30,Saudi Arabia,South Africa,Friendly,1999,59.0,1723.0,1664.0,0.6,1.4,-0.7999999999999999,1.6,1.0,3.4,1.6,0,0,0,0,Draw
1999-10-05,Scotland,Bosnia and Herzegovina,UEFA Euro qualification,1999,151.0,1712.0,1561.0,1.2,0.0,1.2,1.2,0.6,1.8,3.0,0,0,0,0,Home Win
1999-10-09,Germany,Turkey,UEFA Euro qualification,1999,314.0,1977.0,1663.0,0.8,1.0,-0.19999999999999996,1.0,0.6,2.0,1.0,0,0,0,0,Draw
1999-10-09,Netherlands,Brazil,Friendly,1999,-58.0,1993.0,2051.0,0.6,1.8,-1.2000000000000002,2.0,3.4,2.6,2.0,0,0,0,0,Draw
1999-10-10,Canada,Haiti,Gold Cup qualification,1999,136.0,1533.0,1397.0,0.2,0.6,-0.39999999999999997,0.6,0.8,2.0,1.8,0,0,0,0,Home Win
1999-10-10,England,Belgium,Friendly,1999,129.0,1945.0,1816.0,1.0,1.6,-0.6000000000000001,1.0,2.2,1.2,1.4,0,0,0,0,Home Win
1999-10-12,Uruguay,Ecuador,Friendly,1999,5.0,1758.0,1753.0,0.8,0.8,0.0,0.6,1.2,1.6,1.8,0,0,0,0,Draw
1999-10-13,Argentina,Colombia,Friendly,1999,181.0,1932.0,1751.0,1.2,2.4,-1.2,1.4,1.8,1.8,0.6,0,0,0,0,Home Win
1999-10-13,Mexico,Paraguay,Friendly,1999,57.0,1862.0,1805.0,2.0,2.0,0.0,2.4,2.2,1.6,1.2,0,0,0,0,Away Win
1999-10-20,Mexico,Colombia,Friendly,1999,111.0,1862.0,1751.0,2.0,1.8,0.19999999999999996,2.4,1.6,1.4,1.0,0,0,0,0,Draw
1999-10-27,Mexico,Ecuador,Friendly,1999,109.0,1862.0,1753.0,1.6,0.8,0.8,1.4,1.0,1.2,1.6,0,0,0,0,Draw
1999-11-12,Egypt,Ghana,Friendly,1999,91.0,1640.0,1549.0,1.0,0.8,0.19999999999999996,1.0,0.8,2.0,1.2,0,0,0,0,Away Win
1999-11-13,France,Croatia,Friendly,1999,110.0,2076.0,1966.0,2.6,1.6,1.0,2.0,1.6,0.6,1.6,0,0,0,0,Home Win
1999-11-13,Netherlands,Czech Republic,Friendly,1999,94.0,1993.0,1899.0,0.6,3.0,-2.4,2.2,2.4,2.8,0.6,0,0,0,0,Draw
1999-11-13,Scotland,England,UEFA Euro qualification,1999,-233.0,1712.0,1945.0,1.8,1.4,0.40000000000000013,1.4,1.0,1.2,1.0,0,0,0,0,Away Win
1999-11-13,Spain,Brazil,Friendly,1999,-73.0,1978.0,2051.0,2.6,1.4,1.2000000000000002,3.8,3.4,0.4,2.4,0,0,0,0,Draw
1999-11-14,Norway,Germany,Friendly,1999,-148.0,1829.0,1977.0,1.8,0.8,1.0,2.4,0.4,1.0,1.4,0,0,0,0,Away Win
1999-11-17,England,Scotland,UEFA Euro qualification,1999,233.0,1945.0,1712.0,2.0,1.8,0.19999999999999996,1.2,1.2,0.6,1.2,0,0,0,0,Away Win
1999-11-17,Morocco,United States,Friendly,1999,83.0,1777.0,1694.0,1.8,1.8,0.0,1.4,1.2,1.2,0.6,0,0,0,0,Home Win
1999-11-17,Spain,Argentina,Friendly,1999,46.0,1978.0,1932.0,2.2,1.8,0.40000000000000013,3.0,1.8,0.4,1.4,0,0,0,0,Away Win
1999-11-17,Uruguay,Paraguay,Friendly,1999,-47.0,1758.0,1805.0,1.0,2.0,-1.0,0.6,2.0,1.4,1.0,0,0,0,0,Away Win
1999-11-20,Senegal,Ivory Coast,Friendly,1999,-183.0,1426.0,1609.0,1.2,1.8,-0.6000000000000001,1.0,1.4,1.6,0.6,0,0,0,0,Home Win
1999-11-27,South Africa,Sweden,Friendly,1999,-219.0,1664.0,1883.0,1.6,1.8,-0.19999999999999996,1.0,0.6,1.2,0.2,0,0,0,0,Home Win
1999-12-21,Morocco,Senegal,Friendly,1999,351.0,1777.0,1426.0,1.8,1.8,0.0,1.2,1.6,1.4,1.0,0,0,0,0,Draw
1999-12-22,Tunisia,Ghana,Friendly,1999,78.0,1627.0,1549.0,0.6,1.4,-0.7999999999999999,0.6,1.2,1.2,1.0,0,0,0,0,Home Win
2000-01-09,Ivory Coast,Egypt,Friendly,2000,-66.0,1563.0,1629.0,1.2,1.0,0.19999999999999996,0.6,1.2,1.0,2.0,0,0,0,0,Home Win
2000-01-09,Mexico,Iran,Friendly,2000,145.0,1904.0,1759.0,1.6,1.6,0.0,1.0,1.4,0.8,0.8,0,0,0,0,Home Win
2000-01-16,United States,Iran,Friendly,2000,45.0,1804.0,1759.0,1.2,1.6,-0.40000000000000013,1.0,1.6,0.8,0.8,0,0,0,0,Draw
2000-01-18,Ghana,Tunisia,Friendly,2000,-54.0,1590.0,1644.0,1.4,1.2,0.19999999999999996,0.8,0.8,0.8,0.8,0,0,0,0,Home Win
2000-01-21,New Zealand,South Korea,Friendly,2000,-218.0,1506.0,1724.0,0.2,1.2,-1.0,0.4,0.8,1.6,0.8,0,0,0,0,Away Win
2000-01-23,New Zealand,South Korea,Friendly,2000,-218.0,1506.0,1724.0,0.0,1.2,-1.2,0.2,0.8,1.6,0.8,0,0,0,0,Draw
2000-01-24,DR Congo,Algeria,African Cup of Nations,2000,33.0,1520.0,1487.0,0.6,1.4,-0.7999999999999999,0.8,1.0,1.4,1.2,0,0,0,0,Draw
2000-01-24,Qatar,Bosnia and Herzegovina,Friendly,2000,-97.0,1447.0,1544.0,1.4,0.0,1.4,1.0,0.4,0.8,2.8,0,0,0,0,Home Win
2000-01-27,South Africa,DR Congo,African Cup of Nations,2000,128.0,1648.0,1520.0,2.2,0.8,1.4000000000000001,1.2,0.8,0.6,1.2,0,0,0,0,Home Win
2000-01-28,Egypt,Senegal,African Cup of Nations,2000,106.0,1629.0,1523.0,0.8,1.4,-0.5999999999999999,1.0,1.2,2.2,1.0,0,0,0,0,Home Win
2000-01-29,Tunisia,Morocco,African Cup of Nations,2000,-114.0,1644.0,1758.0,1.2,1.4,-0.19999999999999996,0.8,0.8,0.8,1.4,0,0,0,0,Draw
2000-01-31,Ghana,Ivory Coast,African Cup of Nations,2000,27.0,1590.0,1563.0,1.4,1.2,0.19999999999999996,0.8,0.6,0.8,0.8,0,0,0,0,Away Win
2000-02-02,South Africa,Algeria,African Cup of Nations,2000,161.0,1648.0,1487.0,2.6,1.4,1.2000000000000002,1.0,1.0,0.2,1.2,0,0,0,0,Draw
2000-02-04,Norway,Sweden,Nordic Championship,2000,13.0,1904.0,1891.0,1.2,1.6,-0.40000000000000013,1.2,0.6,1.2,0.4,0,0,0,0,Draw
2000-02-05,Japan,Mexico,Lunar New Year Cup,2000,-296.0,1608.0,1904.0,0.4,1.6,-1.2000000000000002,0.2,1.2,1.8,1.0,0,0,0,0,Away Win
2000-02-06,Ghana,South Africa,African Cup of Nations,2000,-58.0,1590.0,1648.0,1.4,2.2,-0.8000000000000003,0.8,0.8,1.0,0.2,0,0,0,0,Away Win
2000-02-07,Egypt,Tunisia,African Cup of Nations,2000,-15.0,1629.0,1644.0,0.8,1.4,-0.5999999999999999,1.0,0.8,2.2,0.6,0,0,0,0,Away Win
2000-02-08,Mexico,Czech Republic,Lunar New Year Cup,2000,-39.0,1904.0,1943.0,1.6,2.6,-1.0,0.6,2.4,0.4,0.8,0,0,0,0,Away Win
2000-02-12,South Africa,Tunisia,African Cup of Nations,2000,4.0,1648.0,1644.0,2.2,2.0,0.20000000000000018,0.8,1.0,0.2,0.4,0,0,0,0,Draw
2000-02-12,United States,Haiti,Gold Cup,2000,394.0,1804.0,1410.0,1.4,0.6,0.7999999999999999,1.2,1.0,0.8,2.0,0,0,0,0,Home Win
2000-02-15,Canada,South Korea,Gold Cup,2000,-157.0,1567.0,1724.0,0.6,1.4,-0.7999999999999999,0.6,0.6,1.8,0.4,0,0,0,0,Draw
2000-02-19,United States,Colombia,Gold Cup,2000,4.0,1804.0,1800.0,1.4,2.0,-0.6000000000000001,1.4,1.4,0.8,0.6,0,0,0,0,Draw
2000-02-20,Mexico,Canada,Gold Cup,2000,337.0,1904.0,1567.0,1.6,0.8,0.8,0.8,0.6,0.6,1.2,0,0,0,0,Away Win
2000-02-23,Belgium,Portugal,Friendly,2000,-121.0,1791.0,1912.0,1.6,0.6,1.0,2.4,0.2,1.6,1.2,0,0,0,0,Draw
2000-02-23,Croatia,Spain,Friendly,2000,-90.0,1916.0,2006.0,1.0,2.0,-1.0,1.2,3.0,2.0,0.8,0,0,0,0,Draw
2000-02-23,England,Argentina,Friendly,2000,-30.0,1908.0,1938.0,1.4,1.8,-0.40000000000000013,0.8,1.8,0.8,1.4,0,0,0,0,Draw
2000-02-23,Netherlands,Germany,Friendly,2000,70.0,1956.0,1886.0,0.8,1.4,-0.5999999999999999,2.2,0.6,2.6,1.2,0,0,0,0,Home Win
2000-02-23,Turkey,Norway,Friendly,2000,-166.0,1738.0,1904.0,1.2,1.2,0.0,0.4,1.0,0.4,1.0,0,0,0,0,Away Win
2000-02-27,Canada,Colombia,Gold Cup,2000,-233.0,1567.0,1800.0,1.4,1.6,-0.20000000000000018,1.0,1.6,1.2,1.0,0,0,0,0,Home Win
2000-03-11,Jordan,Bosnia and Herzegovina,Friendly,2000,-33.0,1511.0,1544.0,0.2,0.0,0.2,0.4,0.4,1.6,2.2,0,0,0,0,Draw
2000-03-12,United States,Tunisia,Friendly,2000,160.0,1804.0,1644.0,1.6,1.6,0.0,1.8,1.0,1.0,0.8,0,0,0,0,Draw
2000-03-15,Jordan,Bosnia and Herzegovina,Friendly,2000,-33.0,1511.0,1544.0,0.4,0.2,0.2,0.4,0.2,1.2,1.6,0,0,0,0,Away Win
2000-03-28,Colombia,Brazil,FIFA World Cup qualification,2000,-295.0,1800.0,2095.0,1.0,1.0,0.0,1.0,1.8,1.4,2.0,0,0,0,0,Draw
2000-03-29,Austria,Sweden,Friendly,2000,-185.0,1706.0,1891.0,1.0,1.2,-0.19999999999999996,1.4,0.4,3.2,0.4,0,0,0,0,Draw
2000-03-29,Belgium,Netherlands,Friendly,2000,-165.0,1791.0,1956.0,1.6,1.2,0.40000000000000013,2.6,2.2,1.8,2.4,0,0,0,0,Draw
2000-03-29,Croatia,Germany,Friendly,2000,30.0,1916.0,1886.0,1.2,1.4,-0.19999999999999996,1.0,0.8,1.4,0.8,0,0,0,0,Draw
2000-03-29,Czech Republic,Australia,Friendly,2000,197.0,1943.0,1746.0,2.6,0.8,1.8,2.4,0.2,0.8,2.2,0,0,0,0,Home Win
2000-03-29,Scotland,France,Friendly,2000,-314.0,1727.0,2041.0,1.8,2.6,-0.8,1.2,2.2,1.2,0.4,0,0,0,0,Away Win
2000-03-29,Switzerland,Norway,Friendly,2000,-169.0,1735.0,1904.0,0.2,1.6,-1.4000000000000001,0.6,1.2,2.8,0.8,0,0,0,0,Draw
2000-04-08,Qatar,Jordan,AFC Asian Cup qualification,2000,-64.0,1447.0,1511.0,1.4,0.4,0.9999999999999999,1.0,0.4,0.8,1.2,0,0,0,0,Draw
2000-04-09,Cape Verde,Algeria,FIFA World Cup qualification,2000,-239.0,1248.0,1487.0,0.8,1.6,-0.8,0.4,1.0,1.0,1.0,0,0,0,0,Draw
2000-04-21,Algeria,Cape Verde,FIFA World Cup qualification,2000,239.0,1487.0,1248.0,1.2,0.4,0.7999999999999999,0.6,0.0,0.8,0.8,0,0,0,0,Home Win
2000-04-26,Austria,Croatia,Friendly,2000,-210.0,1706.0,1916.0,1.0,1.2,-0.19999999999999996,1.2,0.8,3.0,1.2,0,0,0,0,Away Win
2000-04-26,Brazil,Ecuador,FIFA World Cup qualification,2000,405.0,2095.0,1690.0,1.2,0.4,0.7999999999999999,1.2,0.6,1.2,1.4,0,0,0,0,Home Win
2000-04-26,Germany,Switzerland,Friendly,2000,151.0,1886.0,1735.0,1.0,0.4,0.6,0.6,1.0,1.0,3.0,0,0,0,0,Draw
2000-04-26,South Korea,Japan,Friendly,2000,116.0,1724.0,1608.0,1.4,0.4,0.9999999999999999,0.4,0.2,0.2,1.6,0,0,0,0,Home Win
2000-04-26,Netherlands,Scotland,Friendly,2000,229.0,1956.0,1727.0,1.4,1.8,-0.40000000000000013,2.4,0.8,2.2,1.0,0,0,0,0,Draw
2000-04-26,Norway,Belgium,Friendly,2000,113.0,1904.0,1791.0,1.2,1.2,0.0,1.2,2.6,1.0,2.0,0,0,0,0,Away Win
2000-04-26,Paraguay,Uruguay,FIFA World Cup qualification,2000,78.0,1812.0,1734.0,2.6,0.4,2.2,1.8,0.2,0.4,1.4,0,0,0,0,Home Win
2000-05-08,Cape Verde,Senegal,Amílcar Cabral Cup,2000,-275.0,1248.0,1523.0,0.2,0.8,-0.6000000000000001,0.0,1.0,1.2,1.2,0,0,0,0,Draw
2000-05-14,Cape Verde,Senegal,Amílcar Cabral Cup,2000,-275.0,1248.0,1523.0,0.4,1.0,-0.6,0.4,1.4,1.4,1.2,0,0,0,0,Home Win
2000-05-25,Jordan,Iraq,WAFF Championship,2000,-125.0,1511.0,1636.0,0.6,2.0,-1.4,0.8,1.0,1.2,0.6,0,0,0,0,Draw
2000-05-27,England,Brazil,Friendly,2000,-187.0,1908.0,2095.0,1.6,1.8,-0.19999999999999996,0.8,1.8,0.4,1.2,0,0,0,0,Draw
2000-05-28,Croatia,France,Friendly,2000,-125.0,1916.0,2041.0,1.2,2.6,-1.4000000000000001,0.8,2.0,1.2,0.4,0,0,0,0,Away Win
2000-05-31,Jordan,Iran,WAFF Championship,2000,-248.0,1511.0,1759.0,0.8,1.2,-0.3999999999999999,0.8,1.0,1.0,1.0,0,0,0,0,Away Win
2000-06-02,Jordan,Iraq,WAFF Championship,2000,-125.0,1511.0,1636.0,0.6,1.6,-1.0,0.6,0.6,1.0,0.4,0,0,0,0,Away Win
2000-06-03,Germany,Czech Republic,Friendly,2000,-57.0,1886.0,1943.0,1.2,2.6,-1.4000000000000001,0.8,2.4,0.8,0.6,0,0,0,0,Home Win
2000-06-03,Paraguay,Ecuador,FIFA World Cup qualification,2000,122.0,1812.0,1690.0,2.6,0.4,2.2,1.6,0.8,0.2,1.4,0,0,0,0,Home Win
2000-06-03,Sweden,Spain,Friendly,2000,-115.0,1891.0,2006.0,0.8,1.6,-0.8,0.4,1.2,0.6,0.8,0,0,0,0,Draw
2000-06-03,United States,South Africa,USA Cup,2000,156.0,1804.0,1648.0,1.2,2.2,-1.0000000000000002,1.6,1.2,1.2,0.6,0,0,0,0,Home Win
2000-06-04,France,Japan,King Hassan II Tournament,2000,433.0,2041.0,1608.0,3.0,0.4,2.6,2.0,0.2,0.0,1.4,0,0,0,0,Draw
2000-06-06,Morocco,France,King Hassan II Tournament,2000,-283.0,1758.0,2041.0,1.6,2.6,-1.0,0.8,2.2,1.2,0.4,0,0,0,0,Away Win
2000-06-07,Iran,Egypt,Friendly,2000,130.0,1759.0,1629.0,1.6,0.6,1.0,1.0,0.6,0.8,2.0,0,0,0,0,Draw
2000-06-07,Mexico,South Africa,USA Cup,2000,256.0,1904.0,1648.0,1.4,1.6,-0.20000000000000018,1.0,1.0,1.0,1.4,0,0,0,0,Home Win
2000-06-09,Australia,Paraguay,Friendly,2000,-66.0,1746.0,1812.0,0.2,2.6,-2.4,0.2,1.4,2.8,0.4,0,0,0,0,Draw
2000-06-09,Egypt,South Korea,Friendly,2000,-95.0,1629.0,1724.0,0.8,1.8,-1.0,0.6,0.6,1.2,0.2,0,0,0,0,Away Win
2000-06-10,Belgium,Sweden,UEFA Euro,2000,-100.0,1791.0,1891.0,1.6,0.8,0.8,2.0,0.6,1.0,0.8,0,0,0,0,Home Win
2000-06-11,Netherlands,Czech Republic,UEFA Euro,2000,13.0,1956.0,1943.0,1.4,2.0,-0.6000000000000001,1.4,2.2,1.2,1.2,0,0,0,0,Home Win
2000-06-11,Tunisia,Senegal,Friendly,2000,121.0,1644.0,1523.0,1.2,1.0,0.19999999999999996,0.8,1.0,1.0,0.8,0,0,0,0,Home Win
2000-06-11,United States,Mexico,USA Cup,2000,-100.0,1804.0,1904.0,1.8,1.8,0.0,2.2,1.8,0.8,1.4,0,0,0,0,Home Win
2000-06-12,Australia,Paraguay,Friendly,2000,-66.0,1746.0,1812.0,0.4,2.6,-2.2,0.2,1.2,2.2,0.2,0,0,0,0,Draw
2000-06-12,Portugal,England,UEFA Euro,2000,4.0,1912.0,1908.0,0.6,1.6,-1.0,0.4,1.0,1.4,0.6,0,0,0,0,Home Win
2000-06-13,Spain,Norway,UEFA Euro,2000,102.0,2006.0,1904.0,1.2,1.0,0.19999999999999996,0.8,1.0,0.8,1.2,0,0,0,0,Away Win
2000-06-15,Australia,Paraguay,Friendly,2000,-66.0,1746.0,1812.0,0.6,2.2,-1.6,0.2,1.0,0.8,0.2,0,0,0,0,Home Win
2000-06-15,Sweden,Turkey,UEFA Euro,2000,153.0,1891.0,1738.0,0.6,1.0,-0.4,0.8,0.2,1.2,0.6,0,0,0,0,Draw
2000-06-16,Algeria,Senegal,FIFA World Cup qualification,2000,-36.0,1487.0,1523.0,1.2,0.4,0.7999999999999999,0.6,0.6,0.6,1.6,0,0,0,0,Draw
2000-06-16,Czech Republic,France,UEFA Euro,2000,-98.0,1943.0,2041.0,1.4,2.6,-1.2000000000000002,1.6,2.8,1.4,0.6,0,0,0,0,Away Win
2000-06-17,Egypt,Ghana,Friendly,2000,39.0,1629.0,1590.0,0.8,1.2,-0.3999999999999999,0.4,0.8,1.0,1.2,0,0,0,0,Home Win
2000-06-17,England,Germany,UEFA Euro,2000,22.0,1908.0,1886.0,1.0,1.6,-0.6000000000000001,1.0,1.4,1.0,1.2,0,0,0,0,Home Win
2000-06-18,Ivory Coast,Tunisia,FIFA World Cup qualification,2000,-81.0,1563.0,1644.0,1.6,1.8,-0.19999999999999996,0.8,1.6,0.6,0.8,0,0,0,0,Draw
2000-06-19,Belgium,Turkey,UEFA Euro,2000,53.0,1791.0,1738.0,1.6,1.2,0.40000000000000013,1.6,0.2,1.2,0.4,0,0,0,0,Away Win
2000-06-20,Portugal,Germany,UEFA Euro,2000,26.0,1912.0,1886.0,1.2,1.0,0.19999999999999996,1.0,1.2,1.4,1.4,0,0,0,0,Home Win
2000-06-21,Netherlands,France,UEFA Euro,2000,-85.0,1956.0,2041.0,1.8,2.6,-0.8,1.2,2.6,0.8,0.8,0,0,0,0,Home Win
2000-06-24,Turkey,Portugal,UEFA Euro,2000,-174.0,1738.0,1912.0,1.6,1.6,0.0,0.6,1.4,0.4,1.2,0,0,0,0,Away Win
2000-06-25,Ecuador,Panama,Friendly,2000,341.0,1690.0,1349.0,0.4,0.4,0.0,0.8,0.6,1.6,2.0,0,0,0,0,Home Win
2000-06-25,Spain,France,UEFA Euro,2000,-35.0,2006.0,2041.0,0.6,2.0,-1.4,0.2,2.6,0.8,1.4,0,0,0,0,Away Win
2000-06-28,Australia,New Zealand,Oceania Nations Cup,2000,240.0,1746.0,1506.0,1.2,0.2,1.0,0.6,0.2,0.8,1.4,0,0,0,0,Home Win
2000-06-28,Brazil,Uruguay,FIFA World Cup qualification,2000,361.0,2095.0,1734.0,1.4,0.4,0.9999999999999999,1.2,0.2,1.0,1.2,0,0,0,0,Draw
2000-06-28,France,Portugal,UEFA Euro,2000,129.0,2041.0,1912.0,2.0,2.2,-0.20000000000000018,2.6,1.8,1.6,0.6,0,0,0,0,Home Win
2000-06-28,Tunisia,Algeria,Friendly,2000,157.0,1644.0,1487.0,1.8,1.4,0.40000000000000013,2.0,0.8,1.2,0.4,0,0,0,0,Draw
2000-06-29,Colombia,Argentina,FIFA World Cup qualification,2000,-138.0,1800.0,1938.0,0.6,2.0,-1.4,0.6,1.6,1.2,1.0,0,0,0,0,Away Win
2000-07-09,Morocco,Algeria,FIFA World Cup qualification,2000,271.0,1758.0,1487.0,1.0,1.4,-0.3999999999999999,0.6,1.2,2.0,0.8,0,0,0,0,Home Win
2000-07-09,Senegal,Egypt,FIFA World Cup qualification,2000,-106.0,1523.0,1629.0,0.4,1.4,-0.9999999999999999,0.8,0.8,1.8,0.6,0,0,0,0,Draw
2000-07-16,Panama,Mexico,FIFA World Cup qualification,2000,-555.0,1349.0,1904.0,0.2,1.2,-1.0,0.4,1.4,2.8,1.8,0,0,0,0,Away Win
2000-07-18,Paraguay,Brazil,FIFA World Cup qualification,2000,-283.0,1812.0,2095.0,1.6,1.4,0.20000000000000018,1.0,1.0,0.6,0.8,0,0,0,0,Home Win
2000-07-19,Argentina,Ecuador,FIFA World Cup qualification,2000,248.0,1938.0,1690.0,2.0,1.0,1.0,1.8,1.6,1.2,1.2,0,0,0,0,Home Win
2000-07-23,Panama,Canada,FIFA World Cup qualification,2000,-218.0,1349.0,1567.0,0.2,2.0,-1.8,0.4,1.2,2.2,0.8,0,0,0,0,Draw
2000-07-25,Ecuador,Colombia,FIFA World Cup qualification,2000,-110.0,1690.0,1800.0,0.8,0.6,0.20000000000000007,1.6,0.6,1.6,1.4,0,0,0,0,Draw
2000-07-26,Brazil,Argentina,FIFA World Cup qualification,2000,157.0,2095.0,1938.0,1.2,2.6,-1.4000000000000001,1.2,1.8,1.2,0.4,0,0,0,0,Home Win
2000-08-11,Panama,Ecuador,Friendly,2000,-341.0,1349.0,1690.0,0.4,0.8,-0.4,0.2,1.6,1.8,1.6,0,0,0,0,Draw
2000-08-15,Colombia,Uruguay,FIFA World Cup qualification,2000,66.0,1800.0,1734.0,0.6,0.4,0.19999999999999996,0.6,0.2,1.4,1.2,0,0,0,0,Home Win
2000-08-15,Mexico,Canada,FIFA World Cup qualification,2000,337.0,1904.0,1567.0,1.2,2.2,-1.0000000000000002,1.4,1.2,1.8,0.4,0,0,0,0,Home Win
2000-08-16,Argentina,Paraguay,FIFA World Cup qualification,2000,126.0,1938.0,1812.0,2.0,1.6,0.3999999999999999,1.6,1.2,0.8,0.8,0,0,0,0,Draw
2000-08-16,Bosnia and Herzegovina,Turkey,Friendly,2000,-194.0,1544.0,1738.0,0.8,1.0,-0.19999999999999996,0.4,0.4,1.4,0.8,0,0,0,0,Home Win
2000-08-16,Germany,Spain,Friendly,2000,-120.0,1886.0,2006.0,1.0,0.4,0.6,1.0,0.4,1.6,1.2,0,0,0,0,Home Win
2000-09-01,Austria,Iran,Friendly,2000,-53.0,1706.0,1759.0,0.4,1.2,-0.7999999999999999,0.6,1.0,3.0,1.0,0,0,0,0,Home Win
2000-09-02,Belgium,Croatia,FIFA World Cup qualification,2000,-125.0,1791.0,1916.0,1.6,1.0,0.6000000000000001,1.4,0.6,1.2,1.4,0,0,0,0,Draw
2000-09-02,Bosnia and Herzegovina,Spain,FIFA World Cup qualification,2000,-462.0,1544.0,2006.0,1.4,0.4,0.9999999999999999,0.8,0.6,0.8,1.6,0,0,0,0,Away Win
2000-09-02,Egypt,Ivory Coast,African Cup of Nations qualification,2000,66.0,1629.0,1563.0,1.0,1.6,-0.6000000000000001,0.6,1.2,0.6,1.0,0,0,0,0,Home Win
2000-09-02,France,England,Friendly,2000,133.0,2041.0,1908.0,2.4,1.0,1.4,2.6,0.8,1.4,1.0,0,0,0,0,Draw
2000-09-02,Iraq,Uzbekistan,Friendly,2000,64.0,1636.0,1572.0,2.2,0.2,2.0,1.4,1.2,0.4,3.6,0,0,0,0,Home Win
2000-09-03,Mexico,Panama,FIFA World Cup qualification,2000,555.0,1904.0,1349.0,1.8,0.6,1.2000000000000002,1.6,0.0,1.4,1.2,0,0,0,0,Home Win
2000-09-03,Uruguay,Ecuador,FIFA World Cup qualification,2000,44.0,1734.0,1690.0,0.4,1.0,-0.6,0.2,1.2,0.8,1.0,0,0,0,0,Home Win
2000-09-20,Mexico,Ecuador,Friendly,2000,214.0,1904.0,1690.0,2.4,1.0,1.4,2.8,1.0,1.2,1.2,0,0,0,0,Home Win
2000-09-27,Qatar,Iran,Friendly,2000,-312.0,1447.0,1759.0,1.6,1.0,0.6000000000000001,1.4,1.0,1.0,1.8,0,0,0,0,Away Win
2000-10-02,Jordan,Saudi Arabia,Friendly,2000,-119.0,1511.0,1630.0,0.4,0.8,-0.4,0.8,1.4,1.8,2.4,0,0,0,0,Home Win
2000-10-02,Qatar,Egypt,Friendly,2000,-182.0,1447.0,1629.0,1.0,1.6,-0.6000000000000001,1.2,0.8,1.4,0.4,0,0,0,0,Away Win
2000-10-07,Australia,South Korea,United Arab Emirates Friendship Tournament,2000,22.0,1746.0,1724.0,1.6,2.2,-0.6000000000000001,1.0,0.6,0.8,0.0,0,0,0,0,Away Win
2000-10-07,Colombia,Paraguay,FIFA World Cup qualification,2000,-12.0,1800.0,1812.0,1.0,1.2,-0.19999999999999996,0.4,0.8,1.0,0.8,0,0,0,0,Away Win
2000-10-07,England,Germany,FIFA World Cup qualification,2000,22.0,1908.0,1886.0,1.2,1.4,-0.19999999999999996,1.0,1.6,1.0,1.6,0,0,0,0,Away Win
2000-10-07,South Africa,France,Friendly,2000,-393.0,1648.0,2041.0,1.0,2.0,-1.0,1.2,1.8,2.2,1.4,0,0,0,0,Draw
2000-10-07,Sweden,Turkey,FIFA World Cup qualification,2000,153.0,1891.0,1738.0,0.8,0.8,0.0,0.8,0.4,1.0,1.2,0,0,0,0,Draw
2000-10-08,Argentina,Uruguay,FIFA World Cup qualification,2000,204.0,1938.0,1734.0,1.6,0.8,0.8,1.4,1.0,1.0,0.8,0,0,0,0,Home Win
2000-10-09,Canada,Panama,FIFA World Cup qualification,2000,218.0,1567.0,1349.0,1.6,0.4,1.2000000000000002,0.8,0.2,0.6,2.6,0,0,0,0,Home Win
2000-10-11,Austria,Spain,FIFA World Cup qualification,2000,-300.0,1706.0,2006.0,1.0,0.8,0.19999999999999996,1.6,1.0,1.4,1.8,0,0,0,0,Draw
2000-10-11,Croatia,Scotland,FIFA World Cup qualification,2000,189.0,1916.0,1727.0,1.2,1.4,-0.19999999999999996,0.6,0.4,0.8,0.8,0,0,0,0,Draw
2000-10-11,Netherlands,Portugal,FIFA World Cup qualification,2000,44.0,1956.0,1912.0,2.2,2.0,0.20000000000000018,1.6,2.0,1.0,1.0,0,0,0,0,Away Win
2000-10-14,Qatar,Uzbekistan,AFC Asian Cup,2000,-125.0,1447.0,1572.0,1.0,0.2,0.8,1.0,0.6,1.0,2.8,0,0,0,0,Draw
2000-10-14,Saudi Arabia,Japan,AFC Asian Cup,2000,22.0,1630.0,1608.0,0.2,0.4,-0.2,0.4,0.6,2.4,1.8,0,0,0,0,Away Win
2000-10-17,Japan,Uzbekistan,AFC Asian Cup,2000,36.0,1608.0,1572.0,1.0,0.4,0.6,1.4,0.6,1.2,2.6,0,0,0,0,Home Win
2000-10-17,Saudi Arabia,Qatar,AFC Asian Cup,2000,183.0,1630.0,1447.0,0.2,1.0,-0.8,0.2,1.2,1.6,1.2,0,0,0,0,Draw
2000-10-18,Iran,Iraq,AFC Asian Cup,2000,123.0,1759.0,1636.0,1.6,2.2,-0.6000000000000001,1.2,1.6,1.6,0.4,0,0,0,0,Home Win
